ID,Name,Category,Rarity,Value
780,Turquoise Traptur Morphing Potion,Morph,3,5501
781,Blue Traptur Morphing Potion,Morph,2,6000
782,???,None,0,0
783,Purple Traptur Morphing Potion,Morph,3,10000
784,Pink Traptur Morphing Potion,Morph,3,10000
785,Brown Traptur Morphing Potion,Morph,3,10000
786,Black Traptur Morphing Potion,Morph,3,10000
787,Grey Traptur Morphing Potion,Morph,3,10000
788,White Traptur Morphing Potion,Morph,3,10000
789,Glacial Traptur Morphing Potion,Morph,4,12000
790,Storm Traptur Morphing Potion,Morph,5,50000
791,Snowdrift Traptur Morphing Potion,Morph,4,12000
792,Snowdrift Audril Morphing Potion,Morph,4,10000
793,Snowdrift Ori Morphing Potion,Morph,4,9000
794,Snowdrift Ridix Morphing Potion,Morph,4,10000
795,Snowdrift Sharshel Morphing Potion,Morph,4,10000
796,Snowdrift Trido Morphing Potion,Morph,4,10000
797,???,None,0,0
798,Snowdrift Wulfer Morphing Potion,Morph,4,9000
799,Pet Slot Key,Misc,5,75000
800,Chocolate Traptur Stamp,Stamp,3,1551
801,Clothes NPC Stamp,Stamp,3,250
802,Rainbow Chalk Stamp,Stamp,3,2009
803,Pirate Audril Morphing Potion,Morph,5,20000
804,???,None,0,0
805,???,None,0,0
806,Pirate Ori Morphing Potion,Morph,5,20000
807,???,None,0,0
808,Pirate Ridix Morphing Potion,Morph,5,20000
809,???,None,0,0
810,???,None,0,0
811,???,None,0,0
812,Pirate Traptur Morphing Potion,Morph,5,20000
813,???,None,0,0
814,???,None,0,0
815,???,None,0,0
816,???,None,0,0
817,Pirate Wulfer Morphing Potion,Morph,5,20000
818,???,None,0,0
819,Gabrielle Stamp,Stamp,1,201
820,Blue Token,Token,1,5000
821,Red Token,Token,1,5000
822,Yellow Token,Token,1,5000
823,Green Token,Token,1,9000
824,Purple Token,Token,1,9000
825,Orange Token,Token,1,9000
826,Bronze Token,Token,1,14000
827,Silver Token,Token,4,25000
828,Gold Token,Token,5,50000
829,Snowdrift Snow Jar,Morph,4,10000
830,Prankster Fake Spider Stamp,Stamp,3,1221
831,Prankster Squirt Pen Stamp,Stamp,2,909
832,Prankster Inverse Tuna Gum Stamp,Stamp,3,2009
833,Mapley Stamp,Stamp,4,4421
834,Organic Fruit Stamp,Stamp,3,907
835,Prankster Deck of Cards,Toy,5,16450
836,Prankster Tiny Hat,Toy,3,1999
837,Prankster Tiny Shoes,Toy,2,707
838,Snowdrift Ori Stamp,Stamp,2,436
839,Holographic Traptur Stamp,Stamp,3,1163
840,Cottoncandy Snow Jar,Morph,4,8000
841,???,None,0,0
842,???,None,0,0
843,???,None,0,0
844,???,None,0,0
845,Birthday Bubble Blowers,Toy,3,1105
846,Box of Birthday Candles,Toy,2,350
847,Birthday Hat,Beauty,5,12250
848,Evil Be Gone Spray,Toy,3,600
849,Evil Penguin Plush,Plushie,3,736
850,Furious Evil Penguin Plush,Plushie,5,10167
851,Evil Teddy Bear Plush,Toy,4,2385
852,Blue Audril Hat,Beauty,2,299
853,Blue Ori Hat,Beauty,3,463
854,Blue Ridix Hat,Beauty,3,562
855,Blue Sharshel Hat,Beauty,1,129
856,Blue Traptur Hat,Beauty,2,345
857,Blue Wulfer Hat,Beauty,3,462
858,Red Apple Ice Cube,Ice Cube,4,8765
859,Banana Ice Cube,Ice Cube,4,5650
860,Cherry Ice Cube,Ice Cube,4,4824
861,Grape Ice Cube,Ice Cube,3,724
862,Pirate Snow Jar,Morph,5,32000
863,???,None,0,0
864,Smiley Ice Cube,Ice Cube,5,8264
865,Explosive Ice Cube,Ice Cube,5,6000
866,Snowdrift Wulfer Stamp,Stamp,3,647
867,Storm Ori Stamp,Stamp,3,824
868,???,None,0,0
869,Royal Ice Cube,Ice Cube,5,12000
870,Flower Ice Cube,Ice Cube,4,5246
871,Captain Fishbones' Last Breath,Ice Cube,1,500000
872,Heart Ice Cube,Ice Cube,4,6453
873,Blue Ridix Plushie,Plushie,2,585
874,Green Ridix Plushie,Plushie,2,759
875,Pink Ridix Plushie,Plushie,2,648
876,Purple Ridix Plushie,Plushie,2,942
877,Red Ridix Plushie,Plushie,2,728
878,Yellow Ridix Plushie,Plushie,2,694
879,Turquoise Ridix Plushie,Plushie,3,972
880,Grey Ridix Plushie,Plushie,2,649
881,Orange Ridix Plushie,Plushie,2,569
882,Snowdrift Ridix Plushie,Plushie,4,2658
883,White Ridix Plushie,Plushie,3,837
884,Traptur Claw Jello,Food,5,5290
885,Veggie Drumstick,Food,5,4980
886,Blue Audril Plushie,Plushie,2,573
887,Red Audril Plushie,Plushie,2,386
888,Yellow Audril Plushie,Plushie,1,297
889,Green Audril Plushie,Plushie,2,467
890,Turquoise Audril Plushie,Plushie,3,921
891,Grey Audril Plushie,Plushie,2,549
892,Orange Audril Plushie,Plushie,2,503
893,Pink Audril Plushie,Plushie,2,735
894,Purple Audril Plushie,Plushie,2,396
895,White Audril Plushie,Plushie,2,853
896,Neapolitan Mochi Ice Cream,Food,4,3288
897,X-Ray Ducky,Toy,3,1097
898,Voodoo Doll,Battle Item,7,488
899,Things That Go Bump in the Night,Book,7,488
900,Bloody Wooden Stake,Battle Item,7,488
901,Garlic Earrings,Beauty,7,450
902,Garlic Clove,Food,7,488
903,Witch's Cauldron,Misc,7,488
904,Skeleton Key,Toy,7,488
905,???,None,0,0
906,Cranberry Jelly,Food,7,500
907,Harvester's Hat,Beauty,7,500
908,Harvest Regatta Boat,Toy,7,500
909,Harvest Sickles,Battle Item,7,500
910,Cornucopia Cannon,Battle Item,7,500
911,Harvest Stamp,Stamp,7,500
912,Snowflake Stamp,Stamp,4,1000
913,???,None,0,0
914,???,None,0,0
915,Candy Cane Sword,Battle Item,3,2100
916,???,None,0,0
917,Tannenbaum Blade,Battle Item,3,1290
918,Ice Pick,Battle Item,2,1000
919,Geometree,Toy,4,1000
920,Holiday Tree Snowglobe,Toy,4,1000
921,???,None,0,0
922,Candy Cane,Battle Item,3,2100
923,Snowman Part: Scarf,Misc,2,1750
924,Snowman Part: Hat,Misc,2,1100
925,Complete Snowman,Misc,5,16441
926,Snowman Part: Arms,Misc,4,4225
927,Snowman Part: Face,Misc,2,500
928,Snowman Part: Head,Misc,2,1665
929,Snowman Part: Base,Misc,2,3978
930,Snowman Part: Torso,Misc,2,1905
931,Snowman Part: Nose,Misc,2,2055
932,Snowman Part: Buttons,Misc,2,450
933,Snow Owl Stamp,Stamp,5,9999
934,Snowman Pendant,Beauty,5,9999
935,Snowflake Book,Book,5,9999
936,Snow Book,Book,5,9999
937,Igloo Snow Stamp,Stamp,5,9999
938,Dabu Snow Statue,Toy,5,9999
939,Snow Prints,Toy,5,9999
940,Snow Fort,Toy,5,9999
941,Snow Ice Cube,Ice Cube,5,9999
942,Snow Apple,Food,4,9999
943,Snow Angel Pendant,Beauty,5,9999
944,Snow Shovel,Toy,5,9999
945,Snow Shoe,Beauty,5,9999
946,Snow Owl Plush,Plushie,5,9999
947,Snow Flower,Misc,5,9999
948,Snow Cream,Food,6,9999
949,White Beanie,Beauty,3,2200
950,Striped Scarf Snowman Ducky,Toy,5,9999
951,Red Scarf Snowman Ducky,Toy,5,9999
952,Snowman Part Helper,Misc,5,6000
953,Triangle Pinata 2,Pinata,3,1000
954,Triangle Pinata,Pinata,3,1000
955,Star Pinata,Pinata,3,1000
956,Square Pinata,Pinata,3,1000
957,Circle Pinata,Pinata,3,1000
958,???,None,0,0
959,???,None,0,0
960,Steampunk Top Hat,Beauty,4,5000
961,Ice Cube Necklace,Beauty,4,30000
962,Gold Star Ice Cube,Ice Cube,4,12500
963,???,None,0,0
964,Cottoncandy Ori Morphing Potion,Morph,4,9000
965,Cottoncandy Ridix Morphing Potion,Morph,4,10000
966,Cottoncandy Sharshel Morphing Potion,Morph,4,10000
967,Cottoncandy Traptur Morphing Potion,Morph,4,12000
968,Cottoncandy Trido Morphing Potion,Morph,4,10000
969,???,None,0,0
970,Cottoncandy Wulfer Morphing Potion,Morph,4,9000
971,Cottoncandy Audril Morphing Potion,Morph,4,10000
972,???,None,0,0
973,Black Heart Sunglasses,Beauty,1,250
974,Blue Heart Sunglasses,Beauty,1,250
975,Green Heart Sunglasses,Beauty,1,250
976,Pink Heart Sunglasses,Beauty,1,250
977,Purple Heart Sunglasses,Beauty,1,250
978,Red Heart Sunglasses,Beauty,1,250
979,Yellow Heart Sunglasses,Beauty,1,250
980,Heart Balloon,Toy,5,1000
981,???,None,0,0
982,Cherry Gummy Lips,Food,3,255
983,Orange Gummy Lips,Food,3,205
984,Lemon Gummy Lips,Food,3,255
985,Apple Gummy Lips,Food,3,250
986,Blueberry Gummy Lips,Food,3,255
987,Grape Gummy Lips,Food,3,255
988,Mystery Gummy Lips,Food,3,1155
989,Strawberry Gummy Lips,Food,3,255
990,Cupids Bow and Arrow,Battle Item,1,5700
991,Heart Shield,Battle Item,1,4432
992,Be Mine Stamp,Stamp,1,1156
993,Blueberry Heart Ringpop,Food,1,100
994,Strawberry Heart Ringpop,Food,1,423
995,Slots Stamp,Stamp,3,2222
996,Survivor Stamp,Stamp,3,3333
997,Token Dabu Stamp,Stamp,3,4444
998,Box of Chocolates,Food,1,1000
999,The Legend of the Bloodstone,Book,1,275000
1000,The Encyclopedia of Extinct Companions A-G,Book,1,1000000
1001,???,None,0,0
1002,???,None,0,0
1003,The Bloodstone Ice Cube,Ice Cube,1,999999
1004,Antique Vase Ice Cube,Ice Cube,5,999999
1005,???,None,0,0
1006,Frozen Fondue,Food,4,5111
1007,Compass Watch,Beauty,5,932111
1008,Furcare Conditioner,Beauty,1,211
1009,Furcare Shampoo,Beauty,1,221
1010,Furcare Trimmer,Beauty,2,344
1011,Furcare Comb,Beauty,5,121
1012,Furcare Soap,Beauty,5,3127
1013,???,None,0,0
1014,???,None,0,0
1015,Chocolate Fondue,Food,4,4121
1016,Royal Cuisine,Food,4,600000
1017,???,None,0,0
1018,Silver Fondue,Food,4,4115
1019,Strawberry Fondue,Food,4,4155
1020,Zebra Fondue,Food,5,5111
1021,???,None,0,0
1022,???,None,0,0
1023,???,None,0,0
1024,???,None,0,0
1025,???,None,0,0
1026,???,None,0,0
1027,Watermelon Smoothie,Food,3,1090
1028,Strawberry Smoothie,Food,1,100
1029,Pumpkin Smoothie,Food,1,251
1030,Mocha Smoothie,Food,2,455
1031,???,None,0,0
1032,Lemon Lime Snow Cone,Food,1,111
1033,Lemon Snow Cone,Food,1,156
1034,Lime Snow Cone,Food,1,111
1035,Orange Snow Cone,Food,1,113
1036,Peach Snow Cone,Food,4,655
1037,Raspberry Snow Cone,Food,2,334
1038,???,None,0,0
1039,???,None,0,0
1040,???,None,0,0
1041,???,None,0,0
1042,???,None,0,0
1043,???,None,0,0
1044,Lime Slushie,Food,1,100
1045,Orange Slushie,Food,1,199
1046,Raspberry Slushie,Food,3,131
1047,???,None,0,0
1048,???,None,0,0
1049,Orange Gelatin,Food,2,334
1050,Cherry Gelatin,Food,2,553
1051,???,None,0,0
1052,???,None,0,0
1053,???,None,0,0
1054,???,None,0,0
1055,???,None,0,0
1056,???,None,0,0
1057,???,None,0,0
1058,Old Halipar Jungles Stamp,Stamp,1,1200000
1059,???,None,0,0
1060,???,None,0,0
1061,???,None,0,0
1062,???,None,0,0
1063,???,None,0,0
1064,???,None,0,0
1065,???,None,0,0
1066,Math Ice Cube,Ice Cube,3,3526
1067,Half Eaten Ice Cube,Ice Cube,2,3400
1068,Blue Jakrit Plushie,Plushie,2,682
1069,Turquoise Jakrit Plushie,Plushie,3,841
1070,Green Jakrit Plushie,Plushie,2,439
1071,Grey Jakrit Plushie,Plushie,2,793
1072,Orange Jakrit Plushie,Plushie,2,678
1073,Pink Jakrit Plushie,Plushie,2,568
1074,Purple Jakrit Plushie,Plushie,2,723
1075,Red Jakrit Plushie,Plushie,2,345
1076,Yellow Jakrit Plushie,Plushie,1,378
1077,White Jakrit Plushie,Plushie,2,923
1078,Blue Ori Plushie,Plushie,2,319
1079,Green Ori Plushie,Plushie,2,327
1080,Grey Ori Plushie,Plushie,2,843
1081,Orange Ori Plushie,Plushie,2,729
1082,Pink Ori Plushie,Plushie,2,742
1083,Purple Ori Plushie,Plushie,2,752
1084,Red Ori Plushie,Plushie,2,321
1085,Yellow Ori Plushie,Plushie,2,413
1086,White Ori Plushie,Plushie,2,434
1087,Jakrit Ears,Beauty,3,100
1088,Tales of a Cautious Friend,Book,2,224
1089,All About Eggs,Book,3,100
1090,Crop Circles for Newbs,Book,3,534
1091,Space Explorer,Book,2,1717
1092,Stamp Collector E-Book,Book,3,3109
1093,???,None,0,0
1094,Golden Egg Supreme,Food,5,100
1095,Eggalicious Foods,Book,3,100
1096,Century Egg,Food,5,100
1097,???,None,0,0
1098,???,None,0,0
1099,???,None,0,0
1100,???,None,0,0
1101,???,None,0,0
1102,???,None,0,0
1103,Birthday Book,Book,1,179
1104,Blue Makoat Plushie,Plushie,2,357
1105,Turquoise Makoat Plushie,Plushie,3,834
1106,Cottoncandy Makoat Plushie,Plushie,3,912
1107,Green Makoat Plushie,Plushie,2,410
1108,Grey Makoat Plushie,Plushie,2,692
1109,Orange Makoat Plushie,Plushie,2,712
1110,Pink Makoat Plushie,Plushie,2,622
1111,Purple Makoat Plushie,Plushie,2,529
1112,Red Makoat Plushie,Plushie,2,259
1113,Snowdrift Makoat Plushie,Plushie,3,958
1114,White Makoat Plushie,Plushie,2,683
1115,Yellow Makoat Plushie,Plushie,2,321
1116,???,None,0,0
1117,Isabella the Courageous Stamp,Stamp,1,500000
1118,Blue Traptur Plushie,Plushie,2,341
1119,Turquoise Traptur Plushie,Plushie,3,593
1120,Pink Traptur Plushie,Plushie,2,491
1121,Purple Traptur Plushie,Plushie,2,731
1122,Red Traptur Plushie,Plushie,2,656
1123,Grey Traptur Plushie,Plushie,2,721
1124,Green Traptur Plushie,Plushie,2,302
1125,Orange Traptur Plushie,Plushie,2,619
1126,Yellow Traptur Plushie,Plushie,2,261
1127,Glacial Traptur Plushie,Plushie,5,6941
1128,Anniversary Sundial,Toy,1,655
1129,Love Letter Stamp,Stamp,1,221
1130,Anniversary Journal,Book,1,1001
1131,I Love Love,Book,2,500
1132,Romance 101,Book,2,2110
1133,Shamrock Ducky,Toy,3,1400
1134,Celtic Knotwork Ducky,Toy,3,1400
1135,Blue Novitegg,Novitegg,2,500
1136,Blue Novitegg Ice Cube,Ice Cube,3,1000
1137,Empty Blue Novitegg,Empty Novitegg,6,250
1138,Chocolate Cream Deviled Egg,Food,5,100
1139,Chocolate Jakrit Egg,Food,5,100
1140,Circles Novitegg,Novitegg,2,700
1141,Circles Novitegg Ice Cube,Ice Cube,3,1000
1142,Happy Novitaria Stamp,Stamp,3,100
1143,???,None,0,0
1144,???,None,0,0
1145,Galaxy Novitegg,Novitegg,2,500
1146,Galaxy Novitegg Ice Cube,Ice Cube,3,1000
1147,Empty Galaxy Novitegg,Empty Novitegg,6,250
1148,Purple Swirl Novitegg,Novitegg,2,500
1149,Empty Purple Swirl Novitegg,Empty Novitegg,6,250
1150,Jakrit Horns,Beauty,6,100
1151,Ninja Novitegg,Novitegg,2,1200
1152,Empty Ninja Novitegg,Empty Novitegg,6,250
1153,Empty Circles Novitegg,Empty Novitegg,6,250
1154,Empty Polka Dot Novitegg,Empty Novitegg,6,250
1155,Pirate Novitegg,Novitegg,2,500
1156,Pirate Novitegg Ice Cube,Ice Cube,3,1000
1157,Empty Pirate Novitegg,Empty Novitegg,6,250
1158,Polka Dot Novitegg,Empty Novitegg,6,250
1159,Vortex Novitegg Ice Cube,Ice Cube,3,2500
1160,Empty Vortex Novitegg,Empty Novitegg,6,250
1161,Vortex Novitegg,Ice Cube,3,2500
1162,Purple Swirl Novitegg Ice Cube,Ice Cube,3,2500
1163,Rainbow Novitegg,Novitegg,2,500
1164,Rainbow Novitegg Ice Cube,Ice Cube,3,2500
1165,Empty Rainbow Novitegg,Empty Novitegg,6,250
1166,Snowdrift Novitegg,Novitegg,2,1388
1167,Snowdrift Novitegg Ice Cube,Ice Cube,3,2500
1168,Empty Snowdrift Novitegg,Empty Novitegg,6,250
1169,Stars Novitegg Ice Cube,Ice Cube,3,2500
1170,Stars Novitegg,Ice Cube,3,2500
1171,Empty Stars Novitegg,Empty Novitegg,6,250
1172,Polka Dot Novitegg Ice Cube,Ice Cube,3,1000
1173,Sword of Darkness,Battle Item,4,1488
1174,Gourmet Food,Book,3,1111
1175,Pet Trimming for Newbs,Book,1,213
1176,Spy Contact Lenses,Beauty,6,750000
1177,Alphonse the Just Stamp,Stamp,1,700000
1178,Lost Seasonings,Food,4,600000
1179,Red Jakrit Morphing Potion,Morph,4,1000
1180,Orange Jakrit Morphing Potion,Morph,4,1800
1181,Yellow Jakrit Morphing Potion,Morph,4,500
1182,Green Jakrit Morphing Potion,Morph,4,1500
1183,Turquoise Jakrit Morphing Potion,Morph,4,2209
1184,Blue Jakrit Morphing Potion,Morph,4,2001
1185,???,None,0,0
1186,Purple Jakrit Morphing Potion,Morph,4,1777
1187,Pink Jakrit Morphing Potion,Morph,4,1895
1188,Black Jakrit Morphing Potion,Morph,4,1700
1189,Grey Jakrit Morphing Potion,Morph,3,4141
1190,White Jakrit Morphing Potion,Morph,4,999
1191,???,None,0,0
1192,Cottoncandy Jakrit Morphing Potion,Morph,4,7531
1193,Snowdrift Jakrit Morphing Potion,Morph,5,6880
1194,Glacial Jakrit Morphing Potion,Morph,5,5771
1195,Storm Jakrit Morphing Potion,Morph,5,30000
1196,Red Dovu Morphing Potion,Morph,2,4000
1197,Orange Dovu Morphing Potion,Morph,3,8000
1198,Yellow Dovu Morphing Potion,Morph,2,4000
1199,Green Dovu Morphing Potion,Morph,2,3000
1200,Turquoise Dovu Morphing Potion,Morph,3,4771
1201,Blue Dovu Morphing Potion,Morph,2,4000
1202,Pink Dovu Morphing Potion,Morph,3,8000
1203,Purple Dovu Morphing Potion,Morph,3,8000
1204,Space Dovu Morphing Potion,Morph,5,20000
1205,Black Dovu Morphing Potion,Morph,3,8000
1206,Grey Dovu Morphing Potion,Morph,3,8000
1207,White Dovu Morphing Potion,Morph,3,8000
1208,Brown Dovu Morphing Potion,Morph,3,8000
1209,Cottoncandy Dovu Morphing Potion,Morph,4,10000
1210,Glacial Dovu Morphing Potion,Morph,4,10000
1211,Snowdrift Dovu Morphing Potion,Morph,4,10000
1212,???,None,0,0
1213,???,None,0,0
1214,???,None,0,0
1215,Baby Dovu Morphing Potion,Morph,5,20000
1216,???,None,0,0
1217,???,None,0,0
1218,Pirate Jakrit Morphing Potion,Morph,5,10000
1219,Ninja Novitegg Ice Cube,Ice Cube,3,1000
1220,Golden Freakshake,Food,4,400000
1221,Pancakes with Suspicious Sauce,Food,4,1000
1222,The Extinct Salad of Halipar,Food,4,614760
1223,???,None,0,0
1224,Odd Metal Duck,Misc,5,1337
1225,Black Makoat Morphing Potion,Morph,3,6000
1226,Turquoise Makoat Morphing Potion,Morph,3,6224
1227,Blue Makoat Morphing Potion,Morph,2,3000
1228,???,None,0,0
1229,Green Makoat Morphing Potion,Morph,2,3000
1230,Grey Makoat Morphing Potion,Morph,3,7000
1231,Glacial Makoat Morphing Potion,Morph,4,9000
1232,???,None,0,0
1233,???,None,0,0
1234,Orange Makoat Morphing Potion,Morph,3,6000
1235,Pink Makoat Morphing Potion,Morph,3,6000
1236,???,None,0,0
1237,Purple Makoat Morphing Potion,Morph,3,7000
1238,Red Makoat Morphing Potion,Morph,2,3000
1239,Snowdrift Makoat Morphing Potion,Morph,4,9000
1240,Storm Makoat Morphing Potion,Morph,4,6855
1241,White Makoat Morphing Potion,Morph,3,7000
1242,Yellow Makoat Morphing Potion,Morph,2,3000
1243,Captain Fishbones' Belt,Beauty,5,1300000
1244,Cottoncandy Makoat Morphing Potion,Morph,4,9000
1245,Jennings the Coward Stamp,Stamp,1,438450
1246,???,None,0,0
1247,???,None,0,0
1248,???,None,0,0
1249,Black Cobron Morphing Potion,Morph,3,6000
1250,Blue Cobron Morphing Potion,Morph,2,3000
1251,Turquoise Cobron Morphing Potion,Morph,2,3366
1252,Brown Cobron Morphing Potion,Morph,3,8000
1253,Cottoncandy Cobron Morphing Potion,Morph,4,9000
1254,Green Cobron Morphing Potion,Morph,2,3000
1255,Grey Cobron Morphing Potion,Morph,3,7000
1256,Glacial Cobron Morphing Potion,Morph,4,9000
1257,???,None,0,0
1258,???,None,0,0
1259,Orange Cobron Morphing Potion,Morph,3,6000
1260,Pink Cobron Morphing Potion,Morph,3,6000
1261,Pirate Cobron Morphing Potion,Morph,5,20000
1262,Purple Cobron Morphing Potion,Morph,3,7000
1263,Red Cobron Morphing Potion,Morph,2,3000
1264,Snowdrift Cobron Morphing Potion,Morph,4,9000
1265,???,None,0,0
1266,White Cobron Morphing Potion,Morph,3,7000
1267,Yellow Cobron Morphing Potion,Morph,2,3000
1268,???,None,0,0
1269,???,None,0,0
1270,???,None,0,0
1271,???,None,0,0
1272,???,None,0,0
1273,???,None,0,0
1274,???,None,0,0
1275,???,None,0,0
1276,???,None,0,0
1277,Randomly Picked Jakrit Morphing Potion,Misc,5,50000
1278,Five Random Noviteggs,Openable,3,10000
1279,Cherry Snow Soda,Food,1,100
1280,Orange Snow Soda,Food,2,120
1281,Lemon Snow Soda,Food,2,200
1282,Kiwi Snow Soda,Food,3,311
1283,Blueberry Snow Soda,Food,3,455
1284,Grape Snow Soda,Food,3,397
1285,Mystery Snow Soda,Food,4,760
1286,Unflavoured Snow Soda,Food,3,465
1287,Watermelon Slice Popsicle,Food,3,500
1288,Freeze Dried Strawberries,Food,5,2443
1289,???,None,0,0
1290,Broken Space Helm,Beauty,2,469
1291,Space Helm,Beauty,2,469
1292,Strange Snowball,Toy,5,9999
1293,Snow Artifact,Misc,5,9999
1294,Snow Banana,Food,5,9999
1295,Snow Lipstick,Beauty,5,9999
1296,Snow Pie,Food,5,9999
1297,???,None,0,0
1298,???,None,0,0
1299,Visitor Stamp,Stamp,4,3672
1300,???,None,0,0
1301,???,None,0,0
1302,???,None,0,0
1303,Meteorite Toy,Toy,3,661
1304,Green Chili Pepper,Food,3,225
1305,Red Chili Pepper,Food,3,310
1306,Chili Chocolate Cupcake,Food,3,19000
1307,Cottoncandy Candy Cupcake,Food,3,15000
1308,Chocolate Ice Cube,Ice Cube,5,9999
1309,Baby Traptur Morphing Potion,Morph,5,25000
1310,Baby Jakrit Morphing Potion,Morph,5,20000
1311,Baby Wulfer Morphing Potion,Morph,5,20000
1312,Baby Ridix Morphing Potion,Morph,5,20000
1313,Torn Glacia Newspaper,Book,4,2186
1314,The Legend of Captain Fishbones,Book,1,6000000
1315,Old Misty Isles Stamp,Stamp,1,3000000
1316,Old Snowslide Mountains Stamp,Stamp,1,3000000
1317,Artifacts of The Past,Book,1,2500000
1318,The Legend of Port Rakor,Book,1,1500000
1319,Preserved Companion Ice Cube,Ice Cube,4,500000
1320,Horn Ice Cube,Ice Cube,4,25000
1321,Flea Leg Ice Cube,Ice Cube,4,25000
1322,Abstract Stamp,Stamp,1,500000
1323,Royal Bulbous Crown,Beauty,3,1000
1324,Royal Pencil Sceptre,Beauty,3,800
1325,Candy Wrapper Bow Tie,Beauty,3,3000
1326,Candy Wrapper Coat,Beauty,3,3000
1327,Royal Tapestry,Book,3,663
1328,Celery,Food,1,180
1329,Chocolate Coated Celery,Food,4,4325
1330,Chocolate Coated Cricket,Food,4,4901
1331,Ice Treasure Chest Ice Cube,Ice Cube,5,14000
1332,Treasure Chest Ice Cube,Ice Cube,5,14000
1333,Butterfly Ice Cube,Ice Cube,4,2400
1334,Candy Wrapper Stamp,Stamp,4,3211
1335,Sunflower Stamp,Stamp,6,1212
1336,Candy Quest Prize List,Book,1,1000
1337,Plushie Quest Prize List,Book,1,1000
1338,Weapon Quest Prize List,Book,1,1000
1339,Snowman Quest Prize List,Book,1,1000
1340,Space Quest Prize List,Book,1,1000
1341,Candy Quest Request List,Book,1,1000
1342,Plushie Quest Request List,Book,1,1000
1343,Snowman Quest Request List,Book,1,1000
1344,???,None,0,0
1345,Space Quest Request List,Book,1,1000
1346,Weapon Quest Request List,Book,1,1000
1347,Evil Jakrit Morphing Potion,Morph,5,15000
1348,Carrot,Food,1,180
1349,Snowmans Nose,Food,4,9999
1350,Cheap Blue Foundation,Beauty,2,395
1351,Cheap Brown Foundation,Beauty,2,200
1352,Cheap Pink Foundation,Beauty,2,150
1353,Cheap Storm Foundation,Beauty,2,500
1354,Cheap Yellow Foundation,Beauty,2,250
1355,Cheap Snow Foundation,Beauty,5,9999
