ID,Description
707,"Thankfully, pink can easily be a versatile colour, suitable for everyone!"
708,"You'll love this colour for your Pet! Oh, you didn't want an Orange Ori? Well, why ever not? Orange Ori's are rather fashionable right now!"
709,
710,"Is that.. a frozen bird? Oh, no, sorry, it's only an ice Ori."
711,Being grey in colour doesn't mean grey in personality! Any Ori can be cheerful in this colour.
712,This green is great for an Ori who wants to hide out in the trees.
713,"Is it chocolate, or is it dirt? Who cares! It's super cute."
714,"Keep a close eye on your Ori, you'll lose sight of him or her in the sky!"
715,"Have you ever seen an Ori in this colour? What, you have? Well! Now be the first on your block to have one yourself."
716,Black seems to look exceptionally good on the Ori species!
717,Don't mistake your new yellow Audril for a bunch of bananas.
718,What a white fluffy tail your Audril will have once you use this magic potion.
719,
720,"How cute can a pet get? Make your Audril red, and you'll find out."
721,Cute will be an understatement once you use this magic potion on your Audril.
722,"Well, now here's a sight you don't see every day!"
723,"Did you ever think to yourself how much you'd like an orange Audril? Well, want no more!"
724,
725,Never will there be a pet more handsome or beautiful than that of an Audril turned ice.
726,"Warning: Grey colours may affect your pets mood, make sure to give them lots of love, food, and toys to keep them happy."
727,Haven't you heard? Green is all the rage this season!
728,
729,"Why go with a boring blue? Be eccentric and try something unusual, like bluegreen!"
730,What a unique colour for an Audril!
731,"Ever dreamed of finding a way to transform your pet into a black Audril? Well, here's your chance!"
732,"When wearing this beanie, watch out for bulls!"
733,Stand out in any crowd!
734,Wear this and watch everyone compliment you for your colour choice.
735,"For some reason, the blue ones are the hardest to find!"
736,Purple is said to be a colour exclusive to royalty.
737,
738,
739,"Avast, matey! What be locked away in this here chest?"
740,
741,
742,
743,
744,This stamp displays a cool little Alien Dude!
745,"Woah, that's a big magnifying glass!"
746,Legal in all countries that communicate!
747,
748,
749,
750,
751,"Add this to any outfit and add a touch of elegance and class. Plus, gold goes with everything."
752,"Fashionable for any party or outfit. Classy, elegant, and perfect if you're allergic to gold."
753,"If you are going for a simple, classy style, this necklace is perfect for you."
754,She loves me. She loves me not
755,Created entirely out of gold; said to be one of the most expensive accessories next to diamonds.
756,
757,Straight from 1970.
758,Brrr... this sure makes your ears cold!
759,Somehow this doesn't manage to make you any warmer.
760,Groovy glasses that keep the sun out... and yet give sun to everybody at the same time!
761,"This item allows you to submit details about what sort of avatar you would like. The new avatar will be visible on your profile. All images that you request to be used in the avatar must be owned by IcePets. New art cannot be drawn for it, this is for existing IcePets art to be used for a custom avatar graphic."
762,Ever wanted to change the name of your pet? Well now you can!
763,
764,"Look at this - it's a Wulfer plushie! You just want to cuddle it, don't you?"
765,"Awww, so cute!"
766,Flourescent Wulfer is flourescent.
767,Now biodegradable.
768,"Don't play with this in the snow, you might lose it."
769,"If it doesn't smell like an orange or taste like an orange, then it's not an orange. It might be an Orange Wulfer Plushie though."
770,This beautiful Plushie will make any Pet feel better.
771,This Plushie can match your Wulfer's colour if you buy a Pink Wulfer Morphing Potion as well.
772,The dye for this plushie is made by mixing crushed blueberries and crushed strawberries.
773,A cuddly plushie yet edible. You may feel the urge to eat the cotton candy but it would not taste nice at all.
774,Wow! This Super Rare plushie is pretty expensive. Hopefully it's worth the cost.
775,"It's not cold and it doesn't fall from the sky, but it does look like snow."
776,Some people think red is a very fitting colour for a Traptur.
777,"Ever want for your own orange Traptur? Look no further, this potion is here for your use!"
778,"Yellow is a beautiful colour for those Trapturs who are cute, cuddly bunnies at heart."
779,"Even green, a Traptur can be pretty scary. Best not try to stick your hand near its mouth."
780,"As beautiful as this colour is, it's only one use per Morphing Potion! Make your choice carefully."
781,How exclusive! Lucky you for coming across this potion.
782,
783,Everyone loves big purple dinosaurs. Now they'll love your Traptur too!
784,"Imagine, you're walking alone one day, and you take a glance to your left. To your surprise, there's a Pink Traptur! You won't be able to help yourself in thinking that the colour looks lovely on the Traptur."
785,"This won't help you on Candy Quests, unfortunately."
786,"How eerie, doesn't this almost remind you of a Velociraptor?"
787,"What a lovely shade of grey, your Traptur will look absolutely stunning!"
788,"A white Traptur doesn't sound too interesting, but you'll never know until you use this potion."
789,"There once was a Traptur who ventured far off in search of greater things. He returned many years later, bearing a special potion for those fortunate enough to come across one."
790,As if an angry Traptur wasn't scary enough.
791,A snowdrift Traptur is not very intimidating.
792,Turn your Audril from average into amazing with this potion.
793,Don't lose your Ori in the snow.
794,This potion contains special powers that will magically morph your Ridix into a Snowdrift Ridix.
795,"A snow-coloured Sharshel? Well, if you can afford it, why not try it?"
796,The only way to see your Trido in the snow is to look for his horns.
797,
798,Your new Wulfer will be as cute as a snowball with this potion.
799,"Using this item will unlock 1 extra pet slot. You start off with 4 pet slots, without using the item, and the use of this item gives you a 5th pet slot. You may use Pet Slot Keys for an unlimited number of pet slots."
800,Somehow you can't help wondering if this actually tastes like chocolate...
801,"This isn't actually a t-shirt, but it sure looks like one!"
802,"Oooh, look - a stamp to commemorate the most awesome chalk you'll find!"
803,"Dream no more of your own Pirate Audril, the potion you've been dying to own is here at your dispense."
804,
805,
806,"If you use this Morphing Potion on your pet, it'll turn into the perfect Pirate Lookout! Funded by SpunkiSpirou."
807,
808,"A Ridix with a peg leg probably can't move very fast, so it's a good job this one still has all of its legs!"
809,
810,
811,
812,"Arr matey, who needs a hook when ye got claws!"
813,
814,
815,
816,
817,A Wulfer with a peg leg doesn't sound too dangerous.
818,
819,"How weird, this Stamp leaves coloured marks on your fingertips."
820,"If you're feeling blue da ba dee da ba daa, then this Token knows exactly how you feel. This item is for use at the Token Booth."
821,Not recommended to flash at a bull. This item is for use at the Token Booth.
822,Looking at this Token just brightens the mood! This item is for use at the Token Booth.
823,Don't drop this in a grassy area — you might never find it! This item is for use at the Token Booth.
824,"If someone throws this Token at you hard enough, you might temporarily turn the same colour as it. This item is for use at the Token Booth."
825,Perhaps the least noticed Token. This item is for use at the Token Booth.
826,This Token has that wonderful metallic taste to it! This item is for use at the Token Booth.
827,This Token is always a little chilly to the touch. This item is for use at the Token Booth.
828,"Not to be mistaken for real gold, but this does have some value to it. This item is for use at the Token Booth."
